ParName   Value   Gradient
log_rec_dev(1932)   -0.0299374 -5.46545e-06
log_rec_dev(1933)   -0.0309377 -4.36254e-06
log_rec_dev(1934)   -0.0320472 -5.66478e-06
log_rec_dev(1935)   -0.0332766 -4.53593e-06
log_rec_dev(1936)   -0.0345635 -4.59673e-06
log_rec_dev(1937)   -0.0359913 -5.29825e-06
log_rec_dev(1938)   -0.0375918 -4.73178e-06
log_rec_dev(1939)   -0.0393672 -4.22431e-06
log_rec_dev(1940)   -0.0412901 -5.26576e-06
log_rec_dev(1941)   -0.0434002 -5.21852e-06
log_rec_dev(1942)   -0.0457312 -3.89606e-06
log_rec_dev(1943)    -0.048253 -5.13108e-06
log_rec_dev(1944)   -0.0509916 -4.77225e-06
log_rec_dev(1945)   -0.0539575 -3.97304e-06
log_rec_dev(1946)   -0.0571405 -4.77986e-06
log_rec_dev(1947)    -0.060504 -3.69783e-06
log_rec_dev(1948)   -0.0640209 -3.48576e-06
log_rec_dev(1949)   -0.0676246 -2.44411e-06
log_rec_dev(1950)    -0.071175 -3.22842e-06
log_rec_dev(1951)   -0.0745298 -2.85995e-06
log_rec_dev(1952)   -0.0775195 -2.36672e-06
log_rec_dev(1953)   -0.0813028 -2.63779e-06
log_rec_dev(1954)   -0.0842441 -1.98373e-06
log_rec_dev(1955)   -0.0854219 -2.21922e-06
log_rec_dev(1956)   -0.0835525 -1.08373e-06
log_rec_dev(1957)    -0.077317 -6.24102e-07
log_rec_dev(1958)   -0.0635183 -8.88084e-07
log_rec_dev(1959)   -0.0394643  -4.8577e-08
log_rec_dev(1960)  -0.00207787 -9.07639e-07
log_rec_dev(1961)    0.0491843 -8.88614e-07
log_rec_dev(1962)     0.109558 -1.72038e-06
log_rec_dev(1963)     0.166695 -2.45362e-06
log_rec_dev(1964)     0.203418 -2.42816e-06
log_rec_dev(1965)     0.220434 -8.49085e-06
log_rec_dev(1966)     0.184305 -6.62592e-07
log_rec_dev(1967)       0.1129 -1.17698e-06
log_rec_dev(1968)    0.0267222 -1.96358e-06
log_rec_dev(1969)   -0.0592675 -4.65794e-07
log_rec_dev(1970)    -0.147224 -9.78376e-07
log_rec_dev(1971)    -0.230695  1.81028e-07
log_rec_dev(1972)    -0.297999  2.07068e-06
log_rec_dev(1973)    -0.344705  3.02677e-06
log_rec_dev(1974)    -0.363274  3.98449e-06
log_rec_dev(1975)     -1.32811  -5.0996e-07
log_rec_dev(1976)     -1.30312 -1.03477e-07
log_rec_dev(1977)     -1.25521  -4.2215e-07
log_rec_dev(1978)    -0.953005  1.06251e-06
log_rec_dev(1979)      0.84766  3.11985e-05
log_rec_dev(1980)     0.697793  1.18966e-05
log_rec_dev(1981)    0.0228536  4.78218e-06
log_rec_dev(1982)      1.33267  4.15701e-05
log_rec_dev(1983)     0.715659  2.67978e-05
log_rec_dev(1984)     0.757539  2.55336e-05
log_rec_dev(1985)    -0.393907  8.24671e-06
log_rec_dev(1986)     0.195469  1.87289e-05
log_rec_dev(1987)    -0.488615  6.39186e-06
log_rec_dev(1988)     -1.41301  2.42001e-06
log_rec_dev(1989)     -1.13747  1.02248e-06
log_rec_dev(1990)    -0.151554  1.63818e-06
log_rec_dev(1991)     0.281845  7.52419e-06
log_rec_dev(1992)      -0.5566 -3.09192e-06
log_rec_dev(1993)     0.393001   7.2301e-06
log_rec_dev(1994)    -0.783872 -4.94176e-08
log_rec_dev(1995)    -0.599751  2.50032e-06
log_rec_dev(1996)   -0.0459287  2.59887e-06
log_rec_dev(1997)     0.475923  6.59815e-06
log_rec_dev(1998)    -0.544398 -5.26023e-06
log_rec_dev(1999)     0.959331  1.02781e-05
log_rec_dev(2000)   -0.0244792  4.27867e-06
log_rec_dev(2001)    0.0312572 -1.73869e-06
log_rec_dev(2002)      1.15094  1.74506e-05
log_rec_dev(2003)   -0.0294726 -4.03871e-07
log_rec_dev(2004)    -0.321234 -4.80863e-06
log_rec_dev(2005)   -0.0942112 -1.10516e-05
log_rec_dev(2006)    -0.581002 -1.15815e-05
log_rec_dev(2007)    -0.267041 -1.01546e-05
log_rec_dev(2008)    -0.221805 -7.86051e-06
log_rec_dev(2009)  -0.00308093 -6.75736e-06
log_rec_dev(2010)     0.379363 -8.63408e-06
log_rec_dev(2011)    -0.497854 -7.93752e-06
log_rec_dev(2012)    -0.291191 -8.16205e-06
log_rec_dev(2013)     -1.20761 -4.78178e-06
log_rec_dev(2014)    -0.687738 -5.24023e-06
log_rec_dev(2015)    0.0239405 -2.54768e-06
log_rec_dev(2016)       1.3647 -1.80233e-06
