ParName   Value   Gradient
log_F_devs_fish1(1983)      -0.3964 -4.15769e-07
log_F_devs_fish1(1984)    -0.448914 -4.80823e-07
log_F_devs_fish1(1985)    -0.280545  3.09254e-07
log_F_devs_fish1(1986)     0.228507  4.57245e-07
log_F_devs_fish1(1987)     0.516192  1.13501e-06
log_F_devs_fish1(1988)     0.650067   1.1717e-06
log_F_devs_fish1(1989)     0.701994  6.47262e-07
log_F_devs_fish1(1990)     0.713119  1.93695e-06
log_F_devs_fish1(1991)     0.673624 -3.70642e-07
log_F_devs_fish1(1992)     0.608504 -1.08942e-07
log_F_devs_fish1(1993)     0.713852  7.02554e-07
log_F_devs_fish1(1994)       0.6437 -8.56543e-08
log_F_devs_fish1(1995)     0.550413  8.49105e-07
log_F_devs_fish1(1996)     0.383758  2.95646e-07
log_F_devs_fish1(1997)     0.270509 -2.35255e-07
log_F_devs_fish1(1998)     0.270322  2.36197e-07
log_F_devs_fish1(1999)     0.207873  4.23759e-07
log_F_devs_fish1(2000)     0.412213  -2.7009e-07
log_F_devs_fish1(2001)     0.249649  5.18646e-07
log_F_devs_fish1(2002)      0.24172  4.66693e-07
log_F_devs_fish1(2003)     0.401428 -1.58161e-07
log_F_devs_fish1(2004)     0.444549  4.65369e-07
log_F_devs_fish1(2005)     0.357754 -2.69931e-07
log_F_devs_fish1(2006)     0.359907 -2.88767e-07
log_F_devs_fish1(2007)     0.411684  1.14217e-07
log_F_devs_fish1(2008)     0.356762  2.04844e-07
log_F_devs_fish1(2009)     0.317011 -1.24555e-07
log_F_devs_fish1(2010)     0.274937  -7.9767e-07
log_F_devs_fish1(2011)     0.427598  1.06821e-08
log_F_devs_fish1(2012)     0.522402 -3.13078e-07
log_F_devs_fish1(2013)     0.517213 -8.31104e-07
log_F_devs_fish1(2014)     0.349027  1.81197e-08
log_F_devs_fish1(2015)     0.330841  9.84884e-07
log_F_devs_fish1(2016)     0.237662  2.53037e-07
log_F_devs_fish1(2017)     0.249657 -7.48068e-08
log_F_devs_fish1(2018)     0.123188 -4.30638e-07
log_F_devs_fish1(2019)  -0.00407644 -2.70834e-07
log_F_devs_fish1(2020)    -0.279201  3.57082e-08
log_F_devs_fish1(2021)   -0.0635499 -4.31426e-07
log_F_devs_fish1(2022)     0.221912 -7.32066e-07
log_F_devs_fish1(2023)    0.0584107 -1.31387e-06
log_avg_F_fish3     -4.32294   4.4699e-05
log_F_devs_fish3(1963)     0.122797  9.17593e-07
log_F_devs_fish3(1964)    -0.323114  1.49897e-06
log_F_devs_fish3(1965)     0.336221  6.70804e-07
log_F_devs_fish3(1966)     0.743917  1.19909e-06
log_F_devs_fish3(1967)      1.00425  2.28542e-07
log_F_devs_fish3(1968)      1.27321  1.24586e-06
log_F_devs_fish3(1969)      1.37812    8.449e-07
log_F_devs_fish3(1970)      1.07023  7.22342e-07
log_F_devs_fish3(1971)      1.43056  4.12272e-07
log_F_devs_fish3(1972)      1.67898   4.6764e-07
log_F_devs_fish3(1973)      1.17476  4.21285e-07
log_F_devs_fish3(1974)      0.82955  2.59511e-07
log_F_devs_fish3(1975)     0.572343  -7.4745e-07
log_F_devs_fish3(1976)     0.601435  1.08979e-07
log_F_devs_fish3(1977)    -0.244822 -6.19054e-07
log_F_devs_fish3(1978)    -0.914125 -9.70347e-07
log_F_devs_fish3(1979)    -0.662824 -4.36803e-07
log_F_devs_fish3(1980)    -0.395058 -2.72097e-07
log_F_devs_fish3(1981)    -0.675688  2.39414e-07
log_F_devs_fish3(1982)    -0.637146 -5.85116e-07
log_F_devs_fish3(1983)    -0.844685 -2.61215e-07
log_F_devs_fish3(1984)   -0.0725547  3.46888e-07
log_F_devs_fish3(1985)     -1.06339 -3.73545e-07
log_F_devs_fish3(1986)     0.484918 -3.63142e-07
log_F_devs_fish3(1987)     0.542107  1.14131e-07
log_F_devs_fish3(1988)     0.777903 -2.01815e-07
log_F_devs_fish3(1989)     0.635294  6.90622e-07
log_F_devs_fish3(1990)     0.269523  3.45265e-08
log_F_devs_fish3(1991)    -0.068752 -8.73629e-08
log_F_devs_fish3(1992)   -0.0645447 -3.02759e-07
log_F_devs_fish3(1993)    -0.150621  3.75519e-08
log_F_devs_fish3(1994)    0.0673054  2.40854e-07
log_F_devs_fish3(1995)   0.00163814 -5.90758e-07
log_F_devs_fish3(1996)    -0.194582  4.60783e-07
log_F_devs_fish3(1997)    -0.472836 -7.26643e-07
log_F_devs_fish3(1998)    -0.538677 -4.71453e-07
log_F_devs_fish3(1999)    -0.246428 -4.27156e-07
log_F_devs_fish3(2000)    -0.194988 -4.68966e-07
log_F_devs_fish3(2001)    -0.361948   6.4241e-08
log_F_devs_fish3(2002)    -0.178518  1.41717e-08
log_F_devs_fish3(2003)    -0.270673  2.77635e-07
log_F_devs_fish3(2004)    -0.499269 -3.91067e-08
log_F_devs_fish3(2005)    -0.593064 -7.84846e-07
log_F_devs_fish3(2006)    -0.790058 -1.19947e-07
log_F_devs_fish3(2007)    -0.786622  2.30898e-07
log_F_devs_fish3(2008)    -0.855317  1.24764e-07
log_F_devs_fish3(2009)    -0.856664  -8.2364e-07
log_F_devs_fish3(2010)    -0.866194  5.61387e-08
log_F_devs_fish3(2011)    -0.626941 -3.33985e-07
