ParName   Value   Gradient
log_F_devs_fish1(1983)    -0.343353  2.21034e-07
log_F_devs_fish1(1984)    -0.389585  9.02601e-07
log_F_devs_fish1(1985)    -0.207184  9.78851e-08
log_F_devs_fish1(1986)     0.245803 -5.46058e-07
log_F_devs_fish1(1987)     0.482282  4.27069e-08
log_F_devs_fish1(1988)     0.590653   5.8696e-07
log_F_devs_fish1(1989)     0.609765 -6.72581e-08
log_F_devs_fish1(1990)     0.592765  6.23582e-08
log_F_devs_fish1(1991)     0.527502 -2.66509e-07
log_F_devs_fish1(1992)     0.463513 -8.27373e-07
log_F_devs_fish1(1993)     0.590444   1.8751e-08
log_F_devs_fish1(1994)     0.583187 -4.95033e-07
log_F_devs_fish1(1995)     0.489842 -1.05839e-06
log_F_devs_fish1(1996)     0.367315 -4.47053e-07
log_F_devs_fish1(1997)     0.290477 -6.33061e-07
log_F_devs_fish1(1998)     0.312026  -1.0184e-06
log_F_devs_fish1(1999)     0.266448  -1.8852e-06
log_F_devs_fish1(2000)     0.473403 -2.10771e-07
log_F_devs_fish1(2001)     0.363693 -1.73355e-07
log_F_devs_fish1(2002)     0.325021 -7.30555e-07
log_F_devs_fish1(2003)     0.483601  2.49182e-07
log_F_devs_fish1(2004)     0.551949  -1.0729e-06
log_F_devs_fish1(2005)     0.436734  2.06715e-07
log_F_devs_fish1(2006)     0.397698 -1.28162e-06
log_F_devs_fish1(2007)     0.459969 -4.57276e-07
log_F_devs_fish1(2008)     0.398937  1.25644e-08
log_F_devs_fish1(2009)     0.373932  7.08371e-07
log_F_devs_fish1(2010)     0.340886  2.51148e-06
log_F_devs_fish1(2011)     0.520692  8.32859e-07
log_F_devs_fish1(2012)     0.658853  1.56976e-06
log_F_devs_fish1(2013)     0.625197   1.8249e-07
log_F_devs_fish1(2014)     0.466174 -7.24102e-07
log_F_devs_fish1(2015)     0.432524  8.46352e-07
log_F_devs_fish1(2016)     0.334092   8.1837e-07
log_F_devs_fish1(2017)     0.321025 -5.56915e-07
log_F_devs_fish1(2018)     0.187887  3.15822e-07
log_F_devs_fish1(2019)  0.000194916  1.57658e-06
log_F_devs_fish1(2020)    -0.299964 -6.49737e-07
log_F_devs_fish1(2021)   -0.0952389  2.39484e-07
log_F_devs_fish1(2022)     0.156611 -4.38403e-07
log_F_devs_fish1(2023)     0.041707 -1.04023e-06
log_avg_F_fish3     -4.19087  3.13844e-05
log_F_devs_fish3(1963)    0.0708401  7.05687e-07
log_F_devs_fish3(1964)    -0.383978  1.32495e-06
log_F_devs_fish3(1965)     0.268315   1.8704e-06
log_F_devs_fish3(1966)     0.671364  5.65166e-07
log_F_devs_fish3(1967)     0.929994  2.01611e-06
log_F_devs_fish3(1968)      1.20034  8.57142e-07
log_F_devs_fish3(1969)      1.30972 -6.83275e-08
log_F_devs_fish3(1970)      1.00811 -2.71982e-08
log_F_devs_fish3(1971)       1.3737 -6.16213e-07
log_F_devs_fish3(1972)      1.62829 -1.20065e-06
log_F_devs_fish3(1973)      1.12851 -1.54136e-06
log_F_devs_fish3(1974)     0.782204 -4.44426e-07
log_F_devs_fish3(1975)     0.521596 -1.18065e-06
log_F_devs_fish3(1976)     0.545762  3.11813e-07
log_F_devs_fish3(1977)    -0.309152 -1.57237e-06
log_F_devs_fish3(1978)    -0.992925 -3.18476e-07
log_F_devs_fish3(1979)    -0.737533  4.07829e-07
log_F_devs_fish3(1980)    -0.456714 -2.93801e-07
log_F_devs_fish3(1981)    -0.720088  -6.1294e-07
log_F_devs_fish3(1982)    -0.658577  2.30023e-07
log_F_devs_fish3(1983)     -0.86133  7.95718e-08
log_F_devs_fish3(1984)    -0.102503  5.14441e-07
log_F_devs_fish3(1985)     -1.11812 -2.22716e-07
log_F_devs_fish3(1986)     0.407332  5.05291e-07
log_F_devs_fish3(1987)     0.442238 -1.00982e-06
log_F_devs_fish3(1988)     0.660827 -7.28136e-07
log_F_devs_fish3(1989)      0.51596 -2.48571e-07
log_F_devs_fish3(1990)     0.158478 -3.71845e-07
log_F_devs_fish3(1991)    -0.166245 -1.88228e-06
log_F_devs_fish3(1992)    -0.136756 -2.21863e-07
log_F_devs_fish3(1993)    -0.189971 -3.09008e-07
log_F_devs_fish3(1994)     0.062691 -2.91518e-07
log_F_devs_fish3(1995)     0.035949 -6.72887e-07
log_F_devs_fish3(1996)    -0.121879  1.13444e-06
log_F_devs_fish3(1997)    -0.363512 -2.40172e-07
log_F_devs_fish3(1998)      -0.4206   5.3866e-07
log_F_devs_fish3(1999)     -0.14591 -6.04075e-07
log_F_devs_fish3(2000)    -0.107711  2.99452e-07
log_F_devs_fish3(2001)    -0.275096  5.79838e-07
log_F_devs_fish3(2002)    -0.123047  1.60157e-06
log_F_devs_fish3(2003)    -0.226781 -4.48792e-07
log_F_devs_fish3(2004)     -0.46667  2.49641e-06
log_F_devs_fish3(2005)    -0.536303  2.17522e-07
log_F_devs_fish3(2006)    -0.753334  1.61098e-06
log_F_devs_fish3(2007)     -0.73415   1.9359e-06
log_F_devs_fish3(2008)     -0.79903  1.11631e-06
log_F_devs_fish3(2009)    -0.784263  9.84684e-07
log_F_devs_fish3(2010)    -0.790778  1.23182e-06
log_F_devs_fish3(2011)    -0.527055  1.25852e-06
log_F_devs_fish3(2012)    -0.515216  -9.7028e-09
log_F_devs_fish3(2013)      -0.5737 -2.64101e-06
log_F_devs_fish3(2014)    -0.567214 -2.50563e-06
log_F_devs_fish3(2015)    -0.495797  -1.4047e-06
log_F_devs_fish3(2016)    -0.267125  -1.4648e-06
log_F_devs_fish3(2017)     0.171255  -6.0766e-07
log_F_devs_fish3(2018)      0.49853  -1.5914e-06
log_F_devs_fish3(2019)     0.582378 -8.35809e-08
log_F_devs_fish3(2020)     0.743611 -5.62405e-07
log_F_devs_fish3(2021)     0.145477  7.58449e-09
log_F_devs_fish3(2022)     0.193221 -8.76841e-08
