ParName   Value   Gradient
log_F_devs_fish1(1985)    -0.145499 -2.45423e-06
log_F_devs_fish1(1986)     0.301513 -1.55325e-06
log_F_devs_fish1(1987)     0.534693  2.37175e-07
log_F_devs_fish1(1988)     0.633947  1.53302e-06
log_F_devs_fish1(1989)     0.640808  3.73773e-06
log_F_devs_fish1(1990)     0.623759  3.23526e-06
log_F_devs_fish1(1991)     0.563452  6.23346e-07
log_F_devs_fish1(1992)     0.498209  1.00344e-06
log_F_devs_fish1(1993)     0.621025  1.96725e-06
log_F_devs_fish1(1994)     0.590681  2.59898e-06
log_F_devs_fish1(1995)     0.423657  1.96859e-06
log_F_devs_fish1(1996)     0.322084  1.71099e-06
log_F_devs_fish1(1997)     0.223578 -1.63213e-07
log_F_devs_fish1(1998)     0.251357  -1.4939e-06
log_F_devs_fish1(1999)     0.239427  8.32209e-08
log_F_devs_fish1(2000)     0.447984  1.09767e-06
log_F_devs_fish1(2001)      0.33178 -2.26534e-07
log_F_devs_fish1(2002)     0.310469  1.29716e-06
log_F_devs_fish1(2003)        0.446  6.23542e-07
log_F_devs_fish1(2004)     0.530571 -7.06206e-07
log_F_devs_fish1(2005)     0.410996  6.02003e-07
log_F_devs_fish1(2006)     0.379619  2.44603e-06
log_F_devs_fish1(2007)     0.423186  3.96839e-06
log_F_devs_fish1(2008)     0.365612  2.46733e-06
log_F_devs_fish1(2009)     0.333031  4.66713e-06
log_F_devs_fish1(2010)     0.310776  2.88643e-06
log_F_devs_fish1(2011)     0.484825  3.52345e-06
log_F_devs_fish1(2012)     0.619394  3.98971e-06
log_F_devs_fish1(2013)     0.598542  5.54268e-06
log_F_devs_fish1(2014)     0.427605  2.70129e-06
log_F_devs_fish1(2015)     0.394025 -4.81651e-07
log_F_devs_fish1(2016)     0.252061 -1.29669e-06
log_F_devs_fish1(2017)       0.2814  1.35269e-06
log_F_devs_fish1(2018)     0.176824 -6.75506e-07
log_F_devs_fish1(2019)    0.0357523 -3.26667e-07
log_F_devs_fish1(2020)    -0.199895 -2.24065e-06
log_F_devs_fish1(2021)   -0.0547295 -2.73908e-06
log_F_devs_fish1(2022)     0.166304  1.65895e-06
log_F_devs_fish1(2023)   -0.0252328 -2.41922e-08
log_avg_F_fish3     -4.34948 -2.70623e-05
log_F_devs_fish3(1963)     0.165599 -8.76711e-07
log_F_devs_fish3(1964)    -0.313962 -4.39859e-06
log_F_devs_fish3(1965)     0.281034  1.53352e-07
log_F_devs_fish3(1966)     0.635748  4.61315e-06
log_F_devs_fish3(1967)     0.856761  6.21217e-06
log_F_devs_fish3(1968)      1.09972  2.26164e-06
log_F_devs_fish3(1969)      1.19451   2.2923e-06
log_F_devs_fish3(1970)     0.894422  -2.5022e-06
log_F_devs_fish3(1971)      1.25777 -6.33753e-07
log_F_devs_fish3(1972)      1.51404 -2.15706e-06
log_F_devs_fish3(1973)      1.03218  1.10606e-06
log_F_devs_fish3(1974)     0.707263  3.50843e-06
log_F_devs_fish3(1975)      0.47222  2.98892e-06
log_F_devs_fish3(1976)     0.518748  3.07531e-06
log_F_devs_fish3(1977)     -0.28828  2.78267e-06
log_F_devs_fish3(1978)    -0.905546  8.44797e-07
log_F_devs_fish3(1979)    -0.653203  2.89156e-06
log_F_devs_fish3(1980)    -0.418051  3.44995e-06
log_F_devs_fish3(1981)    -0.705577  1.41292e-06
log_F_devs_fish3(1982)     -0.66943  3.30861e-06
log_F_devs_fish3(1983)    -0.882656 -2.89669e-07
log_F_devs_fish3(1984)    -0.160051  1.76641e-07
log_F_devs_fish3(1985)      -1.1101 -3.48083e-06
log_F_devs_fish3(1986)     0.391968 -6.39261e-07
log_F_devs_fish3(1987)     0.456905 -2.76428e-06
log_F_devs_fish3(1988)     0.701275  6.29381e-07
log_F_devs_fish3(1989)     0.584515 -3.85786e-06
log_F_devs_fish3(1990)       0.2533 -1.88291e-06
log_F_devs_fish3(1991)   -0.0632039 -1.51775e-06
log_F_devs_fish3(1992)   -0.0440656 -1.09384e-07
log_F_devs_fish3(1993)    -0.122804  1.81185e-06
log_F_devs_fish3(1994)    0.0921402 -1.43881e-06
log_F_devs_fish3(1995)    0.0422316 -2.06217e-06
log_F_devs_fish3(1996)    -0.096555 -1.20099e-06
log_F_devs_fish3(1997)    -0.347455   -2.554e-06
log_F_devs_fish3(1998)    -0.389385 -2.12282e-06
log_F_devs_fish3(1999)    -0.123723 -4.26601e-07
