ParName   Value   Gradient
log_F_devs_fish1(1983)    -0.313112  1.71179e-06
log_F_devs_fish1(1984)    -0.346462  1.85114e-06
log_F_devs_fish1(1985)    -0.159787 -1.52486e-06
log_F_devs_fish1(1986)     0.299176 -1.64915e-06
log_F_devs_fish1(1987)     0.543534 -1.19807e-06
log_F_devs_fish1(1988)     0.653604 -9.72084e-07
log_F_devs_fish1(1989)     0.671686 -2.08079e-06
log_F_devs_fish1(1990)     0.660926  -1.8009e-06
log_F_devs_fish1(1991)     0.600175 -3.42235e-07
log_F_devs_fish1(1992)     0.533004  2.27454e-06
log_F_devs_fish1(1993)     0.655638 -3.93547e-06
log_F_devs_fish1(1994)     0.624519 -4.96452e-06
log_F_devs_fish1(1995)      0.49163 -9.41311e-06
log_F_devs_fish1(1996)     0.390109 -6.85613e-06
log_F_devs_fish1(1997)     0.315071  -5.5703e-06
log_F_devs_fish1(1998)       0.3436 -5.64461e-06
log_F_devs_fish1(1999)      0.33659 -3.85786e-06
log_F_devs_fish1(2000)     0.522612 -8.83018e-06
log_F_devs_fish1(2001)     0.431056 -7.12521e-06
log_F_devs_fish1(2002)     0.436207 -6.13573e-06
log_F_devs_fish1(2003)     0.559606 -2.81354e-06
log_F_devs_fish1(2004)     0.618657 -4.59367e-06
log_F_devs_fish1(2005)     0.513452  -2.8206e-06
log_F_devs_fish1(2006)     0.457952 -4.21564e-06
log_F_devs_fish1(2007)     0.506245 -3.12908e-06
log_F_devs_fish1(2008)      0.45309 -3.66303e-06
log_F_devs_fish1(2009)     0.396171 -2.53986e-06
log_F_devs_fish1(2010)     0.356995 -6.03289e-06
log_F_devs_fish1(2011)     0.477146  1.66373e-06
log_F_devs_fish1(2012)      0.57099 -4.50402e-06
log_F_devs_fish1(2013)     0.573947 -6.62572e-06
log_F_devs_fish1(2014)     0.422917 -5.21482e-06
log_F_devs_fish1(2015)     0.406041  5.34414e-07
log_F_devs_fish1(2016)     0.217568  9.66682e-06
log_F_devs_fish1(2017)     0.253576  2.28764e-06
log_F_devs_fish1(2018)     0.130462  8.34786e-06
log_F_devs_fish1(2019)   -0.0312834  1.11577e-05
log_F_devs_fish1(2020)     -0.28803  4.59249e-06
log_F_devs_fish1(2021)     -0.11995  8.68669e-06
log_F_devs_fish1(2022)    0.0269672  4.60428e-06
log_F_devs_fish1(2023)    -0.145287  1.80028e-06
log_avg_F_fish3      -4.2759 -7.84387e-05
log_F_devs_fish3(1963)    0.0916876 -3.64068e-06
log_F_devs_fish3(1964)    -0.369086 -8.22284e-06
log_F_devs_fish3(1965)       0.2765 -2.66587e-06
log_F_devs_fish3(1966)     0.674045  5.15466e-06
log_F_devs_fish3(1967)     0.929005  5.53474e-06
log_F_devs_fish3(1968)       1.1978  9.72091e-06
log_F_devs_fish3(1969)      1.30712  8.60707e-06
log_F_devs_fish3(1970)      1.00659  4.64394e-07
log_F_devs_fish3(1971)       1.3744   1.3058e-06
log_F_devs_fish3(1972)      1.63018  1.07274e-06
