ParName   Value   Gradient
log_F_devs_fish1(1983)    -0.507012 -6.46331e-06
log_F_devs_fish1(1984)     -0.59096 -1.03221e-05
log_F_devs_fish1(1985)    -0.457504 -4.95649e-06
log_F_devs_fish1(1986)    0.0270785 -4.28535e-06
log_F_devs_fish1(1987)     0.307319 -2.21141e-06
log_F_devs_fish1(1988)     0.439635 -1.97186e-06
log_F_devs_fish1(1989)     0.487662 -6.63677e-07
log_F_devs_fish1(1990)     0.503769 -5.74771e-07
log_F_devs_fish1(1991)     0.467226  -3.4507e-06
log_F_devs_fish1(1992)     0.416505 -2.90477e-06
log_F_devs_fish1(1993)      0.53733 -3.59526e-06
log_F_devs_fish1(1994)     0.521344 -4.39684e-06
log_F_devs_fish1(1995)     0.514002 -1.47211e-06
log_F_devs_fish1(1996)     0.368707 -6.30708e-06
log_F_devs_fish1(1997)     0.272464  1.41078e-06
log_F_devs_fish1(1998)     0.297373  1.57351e-06
log_F_devs_fish1(1999)     0.266168  1.59889e-06
log_F_devs_fish1(2000)     0.469776  8.62234e-07
log_F_devs_fish1(2001)      0.33797 -4.11254e-06
log_F_devs_fish1(2002)     0.300195 -3.60097e-06
log_F_devs_fish1(2003)     0.453555 -2.73863e-07
log_F_devs_fish1(2004)     0.532935 -1.82443e-06
log_F_devs_fish1(2005)     0.393189 -1.25151e-06
log_F_devs_fish1(2006)     0.377909 -3.31837e-06
log_F_devs_fish1(2007)     0.432203 -3.45985e-06
log_F_devs_fish1(2008)     0.375323 -1.74457e-06
log_F_devs_fish1(2009)     0.339129 -2.92222e-08
log_F_devs_fish1(2010)      0.31014 -8.77243e-07
log_F_devs_fish1(2011)     0.483138 -2.24256e-06
log_F_devs_fish1(2012)     0.612808 -1.20599e-06
log_F_devs_fish1(2013)     0.582955  1.78601e-06
log_F_devs_fish1(2014)      0.42218  1.27938e-06
log_F_devs_fish1(2015)     0.402593  2.16887e-06
log_F_devs_fish1(2016)     0.308422  4.93791e-06
log_F_devs_fish1(2017)     0.299531  2.56958e-06
log_F_devs_fish1(2018)     0.169111  2.83332e-06
log_F_devs_fish1(2019)    -0.018105  1.26389e-06
log_F_devs_fish1(2020)    -0.307122 -1.27635e-06
log_F_devs_fish1(2021)    -0.121056  5.08238e-07
log_F_devs_fish1(2022)     0.152047   3.6229e-06
log_F_devs_fish1(2023)    0.0262813  4.73722e-06
log_avg_F_fish3     -4.36584 -0.000160433
log_F_devs_fish3(1963)     0.198856  1.18405e-06
log_F_devs_fish3(1964)    -0.247615  8.33156e-07
log_F_devs_fish3(1965)     0.409862  2.03145e-06
log_F_devs_fish3(1966)     0.816792  2.97432e-06
log_F_devs_fish3(1967)      1.07801  3.66878e-06
log_F_devs_fish3(1968)      1.34967  5.11024e-06
log_F_devs_fish3(1969)      1.45805  6.13377e-06
log_F_devs_fish3(1970)      1.15193  5.29091e-06
log_F_devs_fish3(1971)      1.51475   6.9902e-06
log_F_devs_fish3(1972)      1.76288  8.37939e-06
log_F_devs_fish3(1973)      1.24998  7.99694e-06
log_F_devs_fish3(1974)     0.891511  7.21671e-06
log_F_devs_fish3(1975)      0.62194  4.35403e-06
log_F_devs_fish3(1976)     0.639641  3.72785e-06
log_F_devs_fish3(1977)    -0.219783  4.58378e-06
log_F_devs_fish3(1978)      -0.9127  5.52403e-06
log_F_devs_fish3(1979)    -0.736694 -5.22442e-07
log_F_devs_fish3(1980)    -0.524672  3.09943e-06
log_F_devs_fish3(1981)    -0.821335  2.20479e-06
log_F_devs_fish3(1982)    -0.791273 -4.18553e-07
log_F_devs_fish3(1983)      -1.0122  1.22086e-07
log_F_devs_fish3(1984)    -0.241037   -9.046e-07
log_F_devs_fish3(1985)     -1.22507 -6.22612e-07
log_F_devs_fish3(1986)      0.32532 -5.00032e-07
log_F_devs_fish3(1987)     0.387752 -6.48935e-07
log_F_devs_fish3(1988)     0.628401  2.87532e-07
log_F_devs_fish3(1989)     0.498599 -1.20636e-06
log_F_devs_fish3(1990)     0.152536  3.05014e-07
log_F_devs_fish3(1991)     -0.17316 -5.03354e-07
log_F_devs_fish3(1992)    -0.150851   7.2324e-08
log_F_devs_fish3(1993)    -0.213717 -2.71237e-06
log_F_devs_fish3(1994)    0.0304802  1.48199e-07
log_F_devs_fish3(1995)  -0.00293455  -4.8487e-08
log_F_devs_fish3(1996)    -0.177725 -4.27803e-07
log_F_devs_fish3(1997)    -0.436873   2.6991e-08
log_F_devs_fish3(1998)    -0.484233   8.0789e-07
log_F_devs_fish3(1999)    -0.189975 -1.02362e-06
log_F_devs_fish3(2000)    -0.150537  3.38134e-08
log_F_devs_fish3(2001)    -0.319745 -6.67878e-07
log_F_devs_fish3(2002)    -0.153696  -1.8986e-06
log_F_devs_fish3(2003)    -0.260766   9.0726e-07
log_F_devs_fish3(2004)    -0.476259 -8.92771e-08
log_F_devs_fish3(2005)    -0.568336  1.08817e-06
log_F_devs_fish3(2006)    -0.761486  4.44637e-07
log_F_devs_fish3(2007)    -0.751741  3.67377e-08
log_F_devs_fish3(2008)    -0.816472  1.49471e-06
log_F_devs_fish3(2009)    -0.819175  3.21017e-06
log_F_devs_fish3(2010)    -0.823457  4.32345e-06
log_F_devs_fish3(2011)     -0.57438  1.73267e-06
log_F_devs_fish3(2012)    -0.567879  3.22214e-06
log_F_devs_fish3(2013)    -0.617778  3.71979e-06
log_F_devs_fish3(2014)    -0.614656  1.79622e-06
log_F_devs_fish3(2015)     -0.53174  2.19642e-06
log_F_devs_fish3(2016)    -0.321794  2.92337e-06
